,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,AgeOfHouse,YearsSinceRenov,TotalBathNum,PorchSize,IsBasement,IsFirePlace,IsGarage
2548,2549,4.110873864173311,RL,4.110873864173311,8.857088135314953,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,Gd,No,GLQ,6.416732282512326,Unf,0.0,4.820281565605037,6.5998704992128365,GasA,Gd,Y,SBrkr,6.5998704992128365,6.51471269087253,0.0,7.25063551189868,1.0,0.0,2,1,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,,BuiltIn,2005.0,Fin,2.0,489.0,TA,TA,Y,0.0,4.454347296253507,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal,2,1,4.0,4.454347296253507,True,False,True
2549,2550,3.044522437723423,RL,4.859812404361672,10.578750763997512,Pave,IR1,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,10,5,2008,2009,Hip,CompShg,CemntBd,CmentBd,Stone,7.110696122978827,Ex,TA,PConc,Ex,TA,Gd,GLQ,8.296795865770052,Unf,0.0,6.990256500493881,8.536211197252,GasA,Ex,Y,SBrkr,8.536211197252,0.0,0.0,8.536211197252,1.0,0.6931471805599453,2,1,2,0.6931471805599453,Ex,2.772588722239781,Typ,1.0986122886681098,Gd,Attchd,2008.0,Fin,3.0,1154.0,TA,TA,Y,6.304448802421981,6.184148890937483,0.0,0.0,0.0,0.0,9.741027444837728,10,2007,New,Partial,-1,-2,4.693147180559945,6.184148890937483,True,True,True
2550,2551,5.198497031265826,RM,3.58351893845611,8.209580483475577,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,4.343805421853684,TA,TA,PConc,Gd,TA,Gd,GLQ,6.148468295917647,Unf,0.0,4.394449154672439,6.306275286948016,GasA,Ex,Y,SBrkr,6.9782137426306985,0.0,0.0,6.9782137426306985,1.0,0.0,1,0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0.0,3.80666248977032,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal,2,2,2.0,3.80666248977032,True,False,True
2551,2552,3.044522437723423,RL,4.174387269895637,8.764209507142004,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,2000,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,Rec,4.356708826689592,ALQ,6.723832440821209,3.970291913552122,6.8679744089702925,GasA,Ex,Y,SBrkr,6.8679744089702925,0.0,0.0,6.8679744089702925,1.0,0.0,1,0,2,0.6931471805599453,Fa,1.6094379124341005,Typ,0.0,,Detchd,1959.0,Unf,1.0,392.0,TA,TA,Y,4.976733742420574,0.0,3.58351893845611,0.0,0.0,0.0,0.0,12,2007,WD,Normal,48,7,2.0,3.58351893845611,True,False,True
2552,2553,4.51085950651685,RL,4.31748811353631,8.836809882398365,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1955,1955,Gable,CompShg,AsbShng,Plywood,BrkCmn,4.859812404361672,TA,TA,PConc,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,SBrkr,7.050122520269059,0.0,0.0,7.050122520269059,0.0,0.0,2,0,2,1.0986122886681098,Fa,1.9459101490553128,Typ,0.0,,,0.0,,0.0,0.0,,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2007,WD,Normal,52,52,2.0,0.0,False,False,False
2553,2554,4.51085950651685,RL,3.970291913552122,9.07589427542326,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,6,1946,1950,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.086737934510577,7.086737934510577,GasA,TA,N,SBrkr,7.086737934510577,0.0,0.0,7.086737934510577,0.0,0.0,2,0,4,1.0986122886681098,TA,2.19722457733622,Typ,0.0,,,0.0,,0.0,0.0,,,N,4.77912349311153,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Abnorml,61,57,2.0,0.0,True,False,False
2554,2555,3.713572066704308,RL,4.143134726391533,9.21463115339334,Pave,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,4.976733742420574,ALQ,5.631211781821365,5.476463551931511,6.493753839851686,GasA,TA,Y,SBrkr,6.608000625296087,4.836281906951478,0.0,6.763884908562435,1.0,0.0,1,0,2,0.6931471805599453,TA,1.6094379124341005,Typ,0.6931471805599453,Gd,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0.0,0.0,4.442651256490317,0.0,0.0,0.0,0.0,8,2007,WD,Normal,87,12,2.0,4.442651256490317,True,True,True
2555,2556,3.044522437723423,RL,4.110873864173311,9.00859131751613,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.300785794663244,Unf,0.0,5.41610040220442,6.645090969505644,GasA,TA,Y,SBrkr,6.645090969505644,0.0,0.0,6.645090969505644,0.0,0.0,1,0,2,0.6931471805599453,TA,1.6094379124341005,Typ,0.6931471805599453,Fa,Detchd,1959.0,Unf,1.0,355.0,TA,TA,Y,0.0,0.0,5.2832037287379885,0.0,0.0,0.0,0.0,7,2007,WD,Normal,52,52,1.0,5.2832037287379885,True,True,True
2556,2557,3.044522437723423,RL,4.110873864173311,9.00859131751613,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.52649485957079,Unf,0.0,5.209486152841421,6.762729506931879,GasA,TA,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,1.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,,Detchd,1996.0,Unf,2.0,528.0,TA,TA,N,5.2832037287379885,0.0,0.0,0.0,0.0,0.0,0.0,10,2007,COD,Family,52,52,2.0,0.0,True,False,True
2557,2558,4.51085950651685,RL,4.110873864173311,9.295692039075686,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,5,6,1923,1950,Hip,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,PConc,TA,TA,Mn,Rec,5.918893854273146,Unf,0.0,6.83087423464618,7.167809184316444,Grav,Fa,N,FuseA,7.167809184316444,7.167809184316444,0.0,7.860570785538664,2.0,0.0,2,0,6,1.0986122886681098,TA,2.5649493574615367,Min2,0.0,,,0.0,,0.0,0.0,,,Y,0.0,6.610696044717759,5.484796933490655,0.0,0.0,0.0,7.321849713788356,1,2007,WD,AdjLand,84,57,4.0,12.095492978208414,True,False,False
2558,2559,3.4339872044851463,RL,4.007333185232471,8.88516409509682,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,5.768320995793772,Unf,0.0,6.879355804460439,7.1631723908466425,GasA,TA,Y,SBrkr,7.260522598089852,0.0,0.0,7.260522598089852,0.0,0.0,1,0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,4.174387269895637,0.0,0.0,0.0,0.0,4,2007,WD,Normal,81,57,1.0,4.174387269895637,True,False,True
2559,2560,3.9318256327243257,RL,3.951243718581428,8.82790796297859,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,4.736198448394496,Unf,0.0,6.289715570908998,6.480044561926653,GasA,Gd,Y,SBrkr,6.633318433280377,6.29156913955832,0.0,7.1693500166706,0.0,0.0,2,0,2,0.6931471805599453,TA,2.19722457733622,Typ,0.6931471805599453,Gd,Detchd,1994.0,Unf,1.0,240.0,TA,TA,P,5.37989735354046,0.0,5.1298987149230735,0.0,0.0,0.0,0.0,8,2007,WD,Normal,86,2,2.0,5.1298987149230735,True,True,True
2560,2561,4.262679877041316,RL,4.158883083359672,8.294299608857235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,TA,No,GLQ,5.5093883366279774,Unf,0.0,5.655991810819852,6.2766434893416445,GasA,TA,Y,SBrkr,6.342121418721152,6.2766434893416445,0.0,7.002155954403621,1.0,0.0,1,0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,Gd,Detchd,1930.0,Unf,1.0,216.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,77,12,2.0,0.0,True,True,True
2561,2562,4.262679877041316,RL,3.9889840465642745,8.812992231969966,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.373319789577012,6.373319789577012,GasA,TA,N,SBrkr,6.747586526829315,6.373319789577012,0.0,7.270312886079025,0.0,0.0,1,0,3,0.6931471805599453,TA,2.079441541679836,Typ,0.6931471805599453,Gd,Detchd,1992.0,Unf,1.0,228.0,TA,TA,Y,5.220355825078324,0.0,0.0,0.0,0.0,0.0,0.0,4,2007,CWD,Normal,86,57,1.0,0.0,True,True,True
2562,2563,4.262679877041316,RL,3.9889840465642745,8.87570644462861,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.532334292222349,6.532334292222349,GasA,TA,Y,SBrkr,6.532334292222349,6.654152520183219,0.0,7.2875606403097235,0.0,0.0,1,0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.6931471805599453,Gd,Detchd,1926.0,Unf,1.0,225.0,TA,TA,N,0.0,0.0,4.762173934797756,0.0,0.0,0.0,0.0,7,2007,WD,Normal,81,16,1.0,4.762173934797756,True,True,True
2563,2564,4.262679877041316,RL,4.110873864173311,8.886132618174951,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,7,1927,1992,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.747586526829315,6.747586526829315,GasA,Gd,Y,SBrkr,6.766191714660351,6.747586526829315,0.0,7.449498005382849,0.0,0.0,2,1,4,0.6931471805599453,Gd,2.19722457733622,Typ,0.6931471805599453,TA,Detchd,1927.0,Unf,2.0,264.0,TA,TA,Y,5.676753802268282,0.0,4.110873864173311,0.0,5.0369526024136295,0.0,0.0,10,2007,WD,Normal,80,15,3.0,9.147826466586942,True,True,True
2564,2565,3.044522437723423,RL,4.844187086458591,9.48105429619781,Pave,IR2,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,Fa,Y,SBrkr,7.112327444710911,0.0,0.0,7.112327444710911,0.0,0.0,1,1,2,0.6931471805599453,TA,2.079441541679836,Min1,0.6931471805599453,Gd,Attchd,1951.0,Fin,2.0,400.0,TA,TA,Y,5.1647859739235145,3.218875824868201,4.795790545596741,0.0,5.43372200355424,0.0,0.0,6,2007,WD,Normal,56,56,2.0,13.448388374019181,False,True,True
2565,2566,3.9318256327243257,RL,4.709530201312334,8.963288275610298,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,5.247024072160486,Unf,0.0,6.60934924316738,6.836259277277067,GasA,Ex,Y,SBrkr,7.115582126184454,6.26530121273771,0.0,7.470793774195062,0.0,0.0,2,0,4,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,TA,Detchd,1930.0,Unf,1.0,231.0,Fa,TA,Y,0.0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,11,2007,WD,Normal,77,4,2.0,3.713572066704308,True,True,True
2566,2567,5.25227342804663,RL,4.382026634673881,8.735846677457582,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,6.280395838960195,Unf,0.0,5.278114659230517,6.591673732008658,GasA,Ex,Y,SBrkr,6.634633357861686,6.39024066706535,0.0,7.212294468500341,0.0,0.0,2,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,,Detchd,1966.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,4.976733742420574,0.0,0.0,10,2007,WD,Normal,66,57,2.0,4.976733742420574,True,False,True
2567,2568,3.044522437723423,RL,4.23410650459726,10.145884560772224,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,4,1960,1960,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,6.049733455231958,TA,Fa,CBlock,TA,Gd,Mn,LwQ,6.293419278846481,Rec,6.928537818164665,0.0,7.353081920515432,GasA,TA,Y,SBrkr,7.353081920515432,0.0,0.0,7.353081920515432,0.0,0.0,1,1,3,0.6931471805599453,TA,1.9459101490553128,Typ,1.3862943611198906,TA,Attchd,1960.0,RFn,2.0,580.0,TA,TA,Y,0.0,4.330733340286331,6.371611847231857,0.0,0.0,0.0,0.0,5,2007,WD,Normal,47,47,2.0,10.702345187518187,True,True,True
2568,2569,3.044522437723423,RL,4.23410650459726,9.979522238812123,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,,0.0,TA,TA,PConc,Gd,TA,No,BLQ,6.70196036600254,Unf,0.0,6.516193076042964,7.305860032684009,GasA,Ex,Y,SBrkr,7.305860032684009,0.0,0.0,7.305860032684009,0.0,0.6931471805599453,2,0,3,0.6931471805599453,TA,2.079441541679836,Typ,1.0986122886681098,Gd,Attchd,1968.0,RFn,2.0,552.0,TA,TA,Y,0.0,0.0,5.37989735354046,0.0,0.0,0.0,0.0,9,2007,CWD,Normal,39,39,2.6931471805599454,5.37989735354046,True,True,True
2569,2570,5.081404364984463,RM,3.218875824868201,7.48605261786314,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,Gd,TA,No,GLQ,5.802118375377063,Unf,0.0,5.231108616854587,6.248042874508429,GasA,Gd,Y,SBrkr,6.272877006546167,6.248042874508429,0.0,6.952728644624869,0.0,0.0,1,0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,TA,Detchd,1980.0,Unf,2.0,462.0,TA,TA,Y,5.198497031265826,0.0,0.0,0.0,0.0,0.0,0.0,12,2007,WD,Normal,27,27,1.0,0.0,True,True,True
2570,2571,3.044522437723423,RL,4.23410650459726,9.790990521308984,Pave,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.427144133408616,7.427144133408616,GasA,Gd,Y,SBrkr,7.427144133408616,0.0,0.0,7.427144133408616,0.0,0.0,2,0,4,0.6931471805599453,Gd,2.079441541679836,Typ,0.0,,Attchd,1996.0,Unf,2.0,628.0,TA,TA,Y,5.030437921392435,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,12,11,2.0,0.0,True,False,True
2571,2572,4.795790545596741,RM,3.58351893845611,8.270781013162674,Pave,IR1,Bnk,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.359573868672378,Unf,0.0,6.059123195581797,6.912742820493176,GasA,Gd,Y,SBrkr,6.928537818164665,0.0,0.0,6.928537818164665,1.0,0.0,1,0,1,0.6931471805599453,TA,1.6094379124341005,Typ,0.0,,Attchd,1988.0,Unf,2.0,509.0,TA,TA,Y,4.912654885736052,0.0,0.0,0.0,0.0,0.0,0.0,3,2007,WD,Normal,19,19,2.0,0.0,True,False,True
2572,2573,3.044522437723423,RL,4.23410650459726,9.937599082164896,Pave,IR1,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,6.481577129276431,TA,TA,CBlock,Gd,TA,No,Rec,6.075346031088684,Unf,0.0,7.141245122350491,7.436617265234227,GasA,Ex,Y,SBrkr,7.436617265234227,0.0,0.0,7.436617265234227,0.0,0.0,2,0,3,0.6931471805599453,TA,2.079441541679836,Typ,1.0986122886681098,TA,Attchd,1971.0,Fin,2.0,625.0,TA,TA,Y,0.0,4.990432586778736,0.0,0.0,0.0,0.0,0.0,2,2007,WD,Normal,36,36,2.0,4.990432586778736,True,True,True
2573,2574,3.044522437723423,RL,4.262679877041316,9.800623917076887,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,CompShg,WdShing,Plywood,,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,5.634789603169249,5.634789603169249,GasA,Gd,Y,SBrkr,7.910957382845589,0.0,0.0,7.910957382845589,0.0,0.0,2,1,2,0.6931471805599453,Gd,1.9459101490553128,Typ,0.6931471805599453,Gd,Attchd,1986.0,Fin,2.0,691.0,Gd,Gd,Y,5.37989735354046,4.174387269895637,5.135798437050262,0.0,0.0,5.43372200355424,0.0,8,2007,WD,Normal,21,21,3.0,9.310185706945898,True,True,True
2574,2575,3.9318256327243257,RM,3.9318256327243257,8.853808274977197,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,5.929589143389895,Unf,0.0,5.846438775057725,6.580639137284949,GasA,Gd,Y,FuseA,6.580639137284949,6.206575926724928,0.0,7.103322062526113,0.0,0.0,1,0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,,Detchd,1965.0,Fin,2.0,720.0,TA,TA,Y,0.0,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,5,2007,WD,Normal,67,57,1.0,3.4339872044851463,True,False,True
2575,2576,3.9318256327243257,RM,3.9318256327243257,8.894121641382213,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,0.0,Unf,0.0,6.842683282238422,6.842683282238422,GasA,Ex,Y,SBrkr,6.842683282238422,6.501289670540389,0.0,7.379008127628304,0.0,0.0,2,0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,,,0.0,,0.0,0.0,,,N,0.0,0.0,0.0,5.176149732573829,0.0,0.0,0.0,9,2007,WD,Normal,82,4,2.0,5.176149732573829,True,False,False
2576,2577,4.262679877041316,RM,3.9318256327243257,9.11173476822206,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1923,1999,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,BrkTil,Gd,TA,No,ALQ,6.3080984415095305,Unf,0.0,5.7430031878094825,6.756932389247553,GasA,Ex,Y,SBrkr,6.849066282633458,6.787844982309579,0.0,7.511524648390866,0.0,0.0,2,0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,,Detchd,0.0,,0.0,0.0,,,Y,5.1647859739235145,0.0,5.3612921657094255,0.0,0.0,0.0,0.0,3,2007,WD,Alloca,84,8,2.0,5.3612921657094255,True,False,False
2577,2578,3.4339872044851463,RM,3.8501476017100575,8.208764045819667,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.705639094860003,6.705639094860003,GasA,Ex,Y,SBrkr,6.705639094860003,0.0,0.0,6.705639094860003,0.0,0.0,1,0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,,Detchd,1922.0,Unf,1.0,100.0,Fa,Fa,N,0.0,0.0,4.574710978503383,0.0,0.0,0.0,0.0,9,2007,WD,Normal,85,57,1.0,4.574710978503383,True,False,True
2578,2579,3.9318256327243257,RM,4.174387269895637,9.311813340906816,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,6.46302945692067,0.0,5.327876168789581,6.740519359606223,0.0,0.0,1,0,1,0.6931471805599453,TA,1.6094379124341005,Maj2,0.0,,Detchd,1950.0,Unf,1.0,256.0,TA,Fa,N,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,0.0,3,2007,WD,Normal,68,57,1.0,0.0,False,False,True
2579,2580,5.25227342804663,C (all),4.330733340286331,9.018089684104345,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.86484777797086,6.86484777797086,GasA,Fa,N,SBrkr,6.942156705699469,6.86484777797086,0.0,7.596894438144544,0.0,0.0,2,0,4,1.0986122886681098,TA,2.302585092994046,Typ,0.0,,,0.0,,0.0,0.0,,,N,0.0,0.0,4.897839799950911,0.0,0.0,0.0,0.0,6,2007,WD,Normal,112,1,2.0,4.897839799950911,True,False,False
2580,2581,3.044522437723423,C (all),4.189654742026425,8.789660098061537,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.875232087276577,Unf,0.0,4.672828834461906,6.97914527506881,GasA,Gd,Y,FuseA,6.97914527506881,0.0,0.0,6.97914527506881,1.0,0.0,1,0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,,Detchd,1985.0,Unf,2.0,720.0,TA,TA,Y,0.0,6.09807428216624,0.0,0.0,0.0,0.0,0.0,8,2007,WD,Abnorml,50,27,2.0,6.09807428216624,True,False,True
2581,2582,3.4339872044851463,C (all),4.110873864173311,8.709630081951286,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,9,1930,2007,Hip,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,BrkTil,TA,TA,No,ALQ,6.6039438246004725,Unf,0.0,4.61512051684126,6.731018100482083,GasA,Ex,Y,SBrkr,6.90975328164481,0.0,0.0,6.90975328164481,0.0,0.0,1,0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,,Detchd,1930.0,Unf,1.0,216.0,TA,Po,N,5.043425116919247,0.0,3.7612001156935615,4.465908118654584,0.0,0.0,0.0,11,2007,WD,Normal,77,0,1.0,8.227108234348146,True,False,True
2582,2583,4.795790545596741,RM,4.0943445622221,8.624970783589669,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,6.161207321695077,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.361375428977347,Unf,0.0,0.0,7.361375428977347,GasA,Gd,Y,SBrkr,7.3938782901077555,0.0,0.0,7.3938782901077555,1.0,0.6931471805599453,2,0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.6931471805599453,Gd,Attchd,2006.0,Fin,2.0,495.0,TA,TA,Y,4.820281565605037,0.0,0.0,0.0,5.0369526024136295,0.0,0.0,10,2007,New,Partial,1,0,3.6931471805599454,5.0369526024136295,True,True,True
2583,2584,4.454347296253507,RL,4.23410650459726,9.405166749908611,Pave,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,6.90975328164481,Unf,0.0,0.0,6.90975328164481,GasA,TA,Y,SBrkr,7.170119543449628,0.0,0.0,7.170119543449628,1.0,0.0,2,0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.6931471805599453,Po,BuiltIn,1979.0,RFn,2.0,486.0,TA,TA,Y,4.442651256490317,0.0,5.407171771460119,0.0,0.0,0.0,0.0,1,2007,WD,Normal,28,28,3.0,5.407171771460119,True,True,True
